reward_mode,episode,success,total_reward,true_reward,RMM,steps,actions,reflections,episode_summary
misleading,8,1,3.56,9.4,-5.84,12,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|UP|DOWN|UP|DOWN|DOWN|DOWN|DOWN,,"episode 8: step 1, action=RIGHT, reward=-0.02; step 2, action=RIGHT, reward=-0.02; step 3, action=RIGHT, reward=-0.02; step 4, action=RIGHT, reward=0.58; step 5, action=DOWN, reward=-0.02; step 6, action=UP, reward=0.58; step 7, action=DOWN, reward=-0.02; step 8, action=UP, reward=0.58; step 9, action=DOWN, reward=-0.02; step 10, action=DOWN, reward=-0.02; step 11, action=DOWN, reward=-0.02; step 12, action=DOWN, reward=1.98; total reward=3.56"
misleading,9,1,3.56,9.4,-5.84,12,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|UP|DOWN|UP|DOWN|DOWN|DOWN|DOWN,,"episode 9: step 1, action=RIGHT, reward=-0.02; step 2, action=RIGHT, reward=-0.02; step 3, action=RIGHT, reward=-0.02; step 4, action=RIGHT, reward=0.58; step 5, action=DOWN, reward=-0.02; step 6, action=UP, reward=0.58; step 7, action=DOWN, reward=-0.02; step 8, action=UP, reward=0.58; step 9, action=DOWN, reward=-0.02; step 10, action=DOWN, reward=-0.02; step 11, action=DOWN, reward=-0.02; step 12, action=DOWN, reward=1.98; total reward=3.56"
misleading,10,1,3.56,9.4,-5.84,12,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|UP|DOWN|UP|DOWN|DOWN|DOWN|DOWN,,"episode 10: step 1, action=RIGHT, reward=-0.02; step 2, action=RIGHT, reward=-0.02; step 3, action=RIGHT, reward=-0.02; step 4, action=RIGHT, reward=0.58; step 5, action=DOWN, reward=-0.02; step 6, action=UP, reward=0.58; step 7, action=DOWN, reward=-0.02; step 8, action=UP, reward=0.58; step 9, action=DOWN, reward=-0.02; step 10, action=DOWN, reward=-0.02; step 11, action=DOWN, reward=-0.02; step 12, action=DOWN, reward=1.98; total reward=3.56"
delayed,1,1,9.6,9.6,0.0,8,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|DOWN|DOWN,,episode 1: delayed reward revealed at end; total reward=9.60
delayed,2,0,0.5,0.5,0.0,30,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|LEFT|UP|LEFT|RIGHT|RIGHT|DOWN|LEFT|DOWN|LEFT|UP|UP|UP|UP|RIGHT|RIGHT|RIGHT|RIGHT|DOWN|LEFT,,episode 2: delayed reward revealed at end; total reward=0.50
delayed,3,0,0.5,0.5,0.0,30,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|LEFT|UP|RIGHT|DOWN|LEFT|LEFT|DOWN|RIGHT|UP|UP|LEFT|UP|UP|RIGHT|LEFT|DOWN|DOWN|RIGHT|DOWN,,episode 3: delayed reward revealed at end; total reward=0.50
delayed,4,0,0.5,0.5,0.0,30,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|UP|RIGHT|UP|UP|LEFT|LEFT|LEFT|DOWN|DOWN|RIGHT|RIGHT|DOWN|LEFT|DOWN|LEFT|UP|RIGHT|RIGHT|DOWN,,episode 4: delayed reward revealed at end; total reward=0.50
delayed,5,0,0.5,0.5,0.0,30,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|UP|RIGHT|UP|UP|LEFT|LEFT|LEFT|DOWN|DOWN|RIGHT|RIGHT|DOWN|LEFT|DOWN|LEFT|UP|RIGHT|RIGHT|DOWN,,episode 5: delayed reward revealed at end; total reward=0.50
delayed,6,0,0.5,0.5,0.0,30,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|UP|RIGHT|UP|UP|RIGHT|DOWN|LEFT|UP|LEFT|LEFT|LEFT|DOWN|DOWN|DOWN|DOWN|RIGHT|UP|RIGHT|DOWN,,episode 6: delayed reward revealed at end; total reward=0.50
delayed,7,1,9.4,9.4,0.0,12,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|LEFT|UP|DOWN|DOWN|DOWN|DOWN|RIGHT,,episode 7: delayed reward revealed at end; total reward=9.40
delayed,8,0,0.5,0.5,0.0,30,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|UP|UP|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|UP|RIGHT|DOWN|DOWN|LEFT|UP|LEFT|LEFT|DOWN|RIGHT|UP|UP|LEFT|UP|UP,,episode 8: delayed reward revealed at end; total reward=0.50
delayed,9,1,10.9,10.9,0.0,22,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|UP|UP|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|UP|RIGHT|DOWN|DOWN|RIGHT,,episode 9: delayed reward revealed at end; total reward=10.90
delayed,10,1,10.8,10.8,0.0,24,RIGHT|RIGHT|RIGHT|RIGHT|DOWN|DOWN|LEFT|LEFT|DOWN|DOWN|UP|UP|RIGHT|UP|UP|RIGHT|DOWN|LEFT|RIGHT|DOWN|LEFT|DOWN|DOWN|RIGHT,,episode 10: delayed reward revealed at end; total reward=10.80
